DILIG,EDAD,LESIVIDAD,SEXO
3101,0,Leve,Hombre
3102,18,Leve,Hombre
3102,17,Leve,Hombre
3102,17,Leve,Hombre
3102,17,Leve,Hombre
3118,18,Leve,Hombre
3119,0,Leve,Hombre
3119,0,Leve,Mujer
3120,67,Leve,Hombre
3121,31,Leve,Mujer
3122,21,Leve,Hombre
3124,17,Leve,Hombre
3125,64,Leve,Hombre
3142,22,Leve,Hombre
3143,0,Leve,Hombre
3155,30,Leve,Hombre
3157,0,Leve,Hombre
3158,33,Grave,Mujer
3161,33,Leve,Hombre
3162,78,Grave,Hombre
3168,19,Leve,Mujer
3171,17,Leve,Hombre
3172,19,Leve,Mujer
3172,0,Leve,Hombre
3174,49,Leve,Hombre
3177,23,Leve,Hombre
3179,0,Leve,Mujer
3179,0,Leve,Mujer
3179,0,Leve,Mujer
3179,0,Leve,Mujer
3181,24,Leve,Hombre
3183,70,Leve,Hombre
3183,76,Leve,Hombre
3190,0,Leve,Hombre
3191,0,Leve,Hombre
3192,0,Leve,Hombre
3197,43,Leve,Mujer
3198,28,Leve,Hombre
3201,42,Leve,Hombre
3205,57,Leve,Hombre
3210,52,Leve,Hombre
3222,19,Leve,Hombre
3225,0,Leve,Hombre
3228,21,Leve,Hombre
3229,18,Leve,Hombre
3231,48,Leve,Mujer
3233,0,Leve,Hombre
3248,0,Leve,Hombre
3248,0,Leve,Mujer
3251,18,Leve,Hombre
3254,30,Leve,Hombre
3256,21,Leve,Hombre
3256,17,Leve,Hombre
3257,23,Leve,Mujer
3258,17,Leve,Hombre
3258,19,Leve,Mujer
3264,0,Leve,Hombre
3264,22,Leve,Mujer
3265,0,Leve,Hombre
3265,14,Leve,Hombre
3267,29,Leve,Hombre
3271,12,Leve,Hombre
3271,32,Leve,Mujer
3271,38,Leve,Hombre
3305,19,Leve,Hombre
3308,0,Leve,Hombre
3312,19,Leve,Hombre
3313,47,Leve,Hombre
3319,20,Leve,Hombre
3320,44,Leve,Hombre
3323,19,Leve,Hombre
3324,38,Leve,Hombre
3329,2,Leve,Hombre
3329,3,Leve,Hombre
3329,0,Leve,Hombre
3330,0,Leve,Hombre
3330,14,Grave,Hombre
3333,32,Leve,Mujer
3337,22,Leve,Hombre
3340,0,Leve,Hombre
3354,72,Leve,Mujer
3360,7,Muy Grave,Hombre
3361,23,Leve,Mujer
3364,69,Leve,Mujer
3364,39,Leve,Hombre
3365,91,Leve,Hombre
3367,35,Grave,Hombre
3381,0,Leve,Hombre
3385,58,Leve,Hombre
3386,21,Leve,Hombre
3386,0,Leve,Hombre
3387,32,Leve,Hombre
3387,32,Leve,Hombre
3394,20,Leve,Hombre
3404,36,Leve,Hombre
3409,29,Leve,Hombre
3410,29,Leve,Hombre
3412,18,Leve,Hombre
3413,19,Leve,Hombre
3414,18,Leve,Hombre
3416,22,Leve,Hombre
3417,32,Leve,Hombre
3419,23,Leve,Hombre
3428,18,Leve,Hombre
3431,18,Leve,Mujer
3434,21,Leve,Hombre
3447,21,Leve,Hombre
3449,53,Leve,Hombre
3450,23,Leve,Mujer
3455,22,Grave,Hombre
3456,17,Leve,Mujer
3456,16,Leve,Mujer
3461,12,Leve,Hombre
3465,22,Leve,Hombre
3468,19,Leve,Hombre
3473,0,Leve,Hombre
3473,0,Leve,Hombre
3479,20,Leve,Hombre
3480,53,Leve,Hombre
3490,30,Leve,Mujer
3507,18,Leve,Hombre
3507,17,Leve,Mujer
3512,42,Leve,Hombre
3512,38,Leve,Hombre
3514,39,Leve,Hombre
3515,0,Leve,Mujer
3516,0,Leve,Hombre
3530,0,Leve,Hombre
3531,34,Leve,Hombre
3532,19,Leve,Hombre
3535,25,Leve,Hombre
3538,25,Leve,Hombre
3539,21,Leve,Hombre
3580,0,Leve,Hombre
3582,0,Leve,Mujer
3594,21,Muerto,Hombre
3594,22,Grave,Hombre
3597,19,Leve,Hombre
3598,28,Leve,Hombre
3602,35,Leve,Hombre
3602,28,Leve,Mujer
3603,14,Leve,Hombre
3610,17,Leve,Hombre
3612,22,Leve,Hombre
3624,0,Leve,Mujer
3625,21,Leve,Hombre
3634,19,Leve,Hombre
3641,24,Muy Grave,Hombre
3641,35,Leve,Hombre
3646,21,Leve,Mujer
3647,48,Grave,Hombre
3648,19,Leve,Hombre
3649,39,Leve,Hombre
3649,62,Leve,Hombre
3651,69,Leve,Mujer
3654,30,Leve,Hombre
3656,19,Leve,Hombre
3657,25,Leve,Mujer
3658,19,Leve,Hombre
3658,19,Leve,Mujer
3659,36,Leve,Hombre
3660,29,Muerto,Hombre
3664,20,Leve,Hombre
3665,56,Leve,Mujer
3667,0,Leve,Hombre
3673,0,Leve,Hombre
3673,0,Leve,Hombre
3673,0,Leve,Hombre
3681,0,Leve,Hombre
3683,20,Leve,Hombre
3684,11,Leve,Hombre
3686,19,Leve,Hombre
3688,5,Grave,Mujer
3689,32,Leve,Hombre
3694,0,Leve,Hombre
3695,20,Leve,Hombre
3702,20,Leve,Hombre
3703,0,Leve,Hombre
3704,20,Leve,Hombre
3705,15,Leve,Hombre
3705,30,Leve,Hombre
3707,46,Leve,Hombre
3715,53,Leve,Hombre
3715,0,Leve,Mujer
3715,6,Leve,Mujer
3716,45,Leve,Hombre
3720,0,Leve,Hombre
3721,34,Leve,Mujer
3721,55,Leve,Hombre
3722,0,Leve,Hombre
3724,51,Leve,Hombre
3728,0,Leve,Hombre
3736,0,Leve,Hombre
3737,18,Leve,Hombre
3737,18,Leve,Mujer
3742,21,Leve,Hombre
3749,71,Leve,Hombre
3750,0,Grave,Hombre
3751,25,Menos Grave,Hombre
3752,47,Leve,Hombre
3754,20,Leve,Hombre
3754,19,Leve,Hombre
3754,0,Leve,Hombre
3757,30,Leve,Hombre
3763,17,Leve,Hombre
3764,22,Leve,Hombre
3768,43,Leve,Mujer
3770,40,Leve,Hombre
3770,20,Leve,Mujer
3773,0,Leve,Hombre
3773,0,Leve,Hombre
3777,20,Leve,Hombre
3780,18,Leve,Hombre
3781,33,Leve,Hombre
3782,14,Leve,Hombre
3784,51,Leve,Hombre
3792,19,Leve,Hombre
3795,30,Leve,Hombre
3801,5,Leve,Hombre
3801,4,Leve,Hombre
3801,18,Leve,Hombre
3801,28,Leve,Mujer
3806,23,Leve,Hombre
3807,29,Leve,Hombre
3808,20,Leve,Hombre
3809,0,Leve,Hombre
3810,30,Leve,Mujer
3816,34,Leve,Hombre
3816,50,Leve,Hombre
3825,18,Grave,Mujer
3831,67,Leve,Mujer
3831,65,Leve,Hombre
3836,0,Leve,Hombre
3843,46,Leve,Hombre
3847,23,Leve,Mujer
3848,20,Leve,Hombre
3862,20,Leve,Hombre
3862,54,Leve,Hombre
3862,59,Leve,Mujer
3862,21,Leve,Hombre
3867,0,Leve,Hombre
3868,56,Leve,Hombre
3869,18,Leve,Hombre
3872,28,Leve,Hombre
3873,18,Leve,Hombre
3874,30,Leve,Hombre
3875,56,Leve,Hombre
3876,16,Leve,Mujer
3878,53,Leve,Mujer
3878,71,Leve,Mujer
3882,33,Leve,Mujer
3888,0,Leve,Mujer
3888,0,Leve,Mujer
3889,15,Leve,Hombre
3889,17,Leve,Hombre
3889,17,Leve,Mujer
3890,34,Leve,Hombre
3897,21,Leve,Hombre
3899,37,Leve,Hombre
3899,25,Leve,Hombre
3901,7,Leve,Mujer
3901,25,Leve,Mujer
3905,16,Leve,Hombre
3908,25,Leve,Hombre
3908,23,Leve,Mujer
3913,0,Leve,Hombre
3918,29,Leve,Hombre
3918,43,Leve,Hombre
3918,35,Leve,Mujer
3918,29,Leve,Mujer
3922,77,Leve,Hombre
3931,52,Leve,Hombre
3934,27,Leve,Mujer
3935,20,Leve,Mujer
3938,42,Leve,Hombre
3956,27,Leve,Mujer
3956,25,Leve,Hombre
3961,0,Leve,Mujer
3962,0,Leve,Hombre
3965,24,Leve,Mujer
3965,34,Leve,Mujer
3967,31,Leve,Hombre
3970,16,Leve,Hombre
3970,17,Leve,Hombre
3976,24,Leve,Mujer
3976,0,Leve,Mujer
3978,69,Leve,Hombre
3982,40,Leve,Mujer
3984,41,Leve,Hombre
3985,41,Leve,Hombre
3986,0,Leve,Hombre
3987,0,Leve,Hombre
3988,17,Leve,Hombre
3990,32,Leve,Hombre
4000,28,Leve,Mujer
4006,22,Leve,Hombre
4013,0,Leve,Hombre
4015,23,Leve,Hombre
4016,0,Leve,Hombre
4019,39,Leve,Mujer
4021,6,Leve,Hombre
4024,2,Leve,Hombre
4029,0,Leve,Hombre
4029,18,Leve,Mujer
4031,0,Leve,Hombre
4032,20,Leve,Hombre
4033,34,Leve,Mujer
4035,18,Leve,Mujer
4045,0,Leve,Hombre
4046,20,Leve,Hombre
4049,0,Leve,Hombre
4050,0,Leve,Hombre
4051,0,Leve,Hombre
4051,0,Leve,Mujer
4052,19,Menos Grave,Hombre
4054,30,Leve,Hombre
4061,20,Leve,Hombre
4061,0,Leve,Hombre
4061,20,Leve,Hombre
4061,44,Leve,Hombre
4061,19,Leve,Hombre
4062,32,Leve,Hombre
4064,0,Leve,Hombre
4068,0,Leve,Hombre
4069,29,Leve,Hombre
4085,26,Leve,Hombre
4087,41,Leve,Hombre
4088,38,Leve,Mujer
4088,0,Leve,Hombre
4094,43,Leve,Hombre
4096,26,Leve,Mujer
4111,21,Leve,Hombre
4113,20,Leve,Hombre
4113,19,Leve,Hombre
4116,0,Leve,Hombre
4134,0,Leve,Hombre
4146,22,Leve,Hombre
4151,34,Leve,Mujer
4152,19,Leve,Hombre
4153,0,Leve,Mujer
4153,0,Leve,Mujer
4153,0,Leve,Mujer
4153,0,Leve,Hombre
4153,0,Leve,Hombre
4154,43,Leve,Mujer
4157,39,Leve,Hombre
4166,19,Leve,Mujer
4166,14,Leve,Mujer
4176,35,Leve,Hombre
4177,40,Leve,Hombre
4179,0,Leve,Hombre
4179,24,Leve,Hombre
4184,0,Leve,Mujer
4184,51,Leve,Mujer
4185,0,Leve,Hombre
4187,45,Leve,Hombre
4189,62,Muy Grave,Hombre
4191,16,Leve,Mujer
4191,19,Leve,Hombre
4211,20,Leve,Hombre
4223,20,Leve,Hombre
4225,23,Leve,Hombre
4252,30,Leve,Mujer
4252,29,Leve,Hombre
4257,19,Leve,Hombre
4258,32,Leve,Hombre
4263,18,Leve,Mujer
4275,12,Leve,Hombre
4277,0,Leve,Hombre
4278,44,Leve,Mujer
4278,32,Leve,Hombre
4285,19,Leve,Hombre
4286,0,Leve,Hombre
4288,0,Leve,Hombre
4289,20,Leve,Hombre
4289,0,Leve,Hombre
4290,0,Grave,Hombre
4295,25,Leve,Hombre
4297,0,Leve,Hombre
4299,20,Leve,Hombre
4299,18,Leve,Mujer
4301,28,Leve,Mujer
4304,25,Leve,Hombre
4305,47,Grave,Hombre
4307,18,Leve,Hombre
4310,23,Leve,Hombre
4310,0,Leve,Hombre
4324,62,Leve,Hombre
4327,16,Leve,Hombre
4327,16,Leve,Hombre
4345,0,Leve,Hombre
4346,36,Leve,Hombre
4347,46,Leve,Hombre
4358,37,Leve,Mujer
4358,59,Leve,Hombre
4361,48,Muerto,Hombre
4362,30,Leve,Hombre
4364,53,Leve,Hombre
4364,23,Leve,Mujer
4379,0,Leve,Hombre
4382,79,Leve,Mujer
4392,48,Leve,Mujer
4397,30,Leve,Hombre
4398,36,Leve,Hombre
4402,21,Leve,Mujer
4404,6,Leve,Mujer
4405,0,Muy Grave,Hombre
4411,45,Leve,Hombre
4412,27,Leve,Hombre
4412,37,Leve,Hombre
4424,19,Leve,Hombre
4424,19,Leve,Hombre
4427,8,Menos Grave,Hombre
4428,23,Leve,Hombre
4428,24,Leve,Hombre
4429,0,Leve,Hombre
4429,23,Leve,Hombre
4432,24,Leve,Hombre
4433,19,Leve,Hombre
4435,29,Leve,Hombre
4435,22,Leve,Hombre
4465,34,Leve,Mujer
4465,38,Leve,Hombre
4467,19,Leve,Hombre
4473,19,Leve,Hombre
4473,48,Leve,Mujer
4475,0,Leve,Hombre
4476,51,Leve,Hombre
4477,30,Leve,Mujer
4478,0,Leve,Hombre
4484,0,Leve,Hombre
4489,30,Leve,Hombre
4489,0,Leve,Mujer
4491,18,Leve,Hombre
4500,20,Leve,Hombre
4501,2,Leve,Hombre
4509,18,Leve,Hombre
4511,0,Leve,Hombre
4512,20,Leve,Hombre
4515,0,Leve,Hombre
4515,0,Leve,Hombre
4515,0,Leve,Hombre
4516,63,Leve,Hombre
4522,0,Leve,Hombre
4524,25,Leve,Hombre
4534,75,Leve,Hombre
4535,0,Leve,Hombre
4536,0,Leve,Mujer
4537,49,Leve,Hombre
4539,18,Leve,Hombre
4541,22,Leve,Hombre
4541,0,Leve,Hombre
4542,1,Leve,Hombre
4544,0,Leve,Hombre
4545,0,Leve,Hombre
4547,18,Leve,Hombre
4547,0,Grave,Hombre
4551,32,Leve,Hombre
4558,25,Leve,Hombre
4561,26,Leve,Hombre
4564,22,Leve,Hombre
4565,62,Muerto,Hombre
4566,31,Leve,Hombre
4585,21,Leve,Hombre
4589,36,Leve,Hombre
4592,0,Leve,Hombre
4600,0,Leve,Hombre
4601,19,Leve,Mujer
4602,13,Menos Grave,Hombre
4606,0,Leve,Hombre
4611,0,Leve,Hombre
4616,38,Leve,Mujer
4616,39,Leve,Hombre
4616,42,Leve,Mujer
4616,41,Leve,Hombre
4617,0,Leve,Hombre
4617,0,Leve,Hombre
4620,16,Leve,Hombre
4620,17,Leve,Hombre
4622,22,Leve,Mujer
4622,21,Leve,Mujer
4623,20,Leve,Hombre
4623,20,Leve,Mujer
4631,20,Leve,Mujer
4631,21,Leve,Mujer
4634,53,Leve,Mujer
4646,19,Muerto,Hombre
4663,17,Leve,Hombre
4664,0,Leve,Hombre
4664,19,Leve,Hombre
4666,40,Leve,Hombre
4667,25,Muerto,Hombre
4668,77,Leve,Mujer
4669,0,Leve,Hombre
4671,21,Leve,Hombre
4672,18,Leve,Hombre
4678,2,Leve,Hombre
4678,21,Leve,Mujer
4681,16,Leve,Hombre
4683,0,Leve,Hombre
4684,0,Leve,Hombre
4695,74,Grave,Hombre
4700,28,Leve,Hombre
4703,0,Leve,Hombre
4705,31,Leve,Hombre
4708,39,Leve,Hombre
4710,0,Leve,Hombre
4710,0,Leve,Hombre
4713,0,Leve,Hombre
4717,0,Leve,Hombre
4721,20,Muerto,Hombre
4724,0,Leve,Hombre
4726,39,Leve,Mujer
4726,6,Leve,Hombre
4727,14,Leve,Hombre
4728,23,Leve,Hombre
4728,22,Leve,Mujer
4738,19,Leve,Hombre
4741,0,Leve,Hombre
4741,0,Leve,Mujer
4745,22,Leve,Hombre
4745,26,Leve,Mujer
4746,31,Leve,Hombre
4746,22,Leve,Hombre
4749,16,Leve,Hombre
4752,35,Leve,Hombre
4752,24,Leve,Hombre
4756,49,Leve,Hombre
4758,42,Leve,Hombre
4769,46,Leve,Mujer
4772,35,Leve,Hombre
4772,0,Leve,Hombre
4772,0,Leve,Mujer
4772,43,Leve,Mujer
4772,0,Leve,Mujer
4793,17,Leve,Hombre
4795,0,Leve,Hombre
4795,0,Leve,Hombre
4797,19,Leve,Hombre
4797,18,Leve,Mujer
4807,20,Leve,Mujer
4814,22,Leve,Hombre
4819,19,Leve,Hombre
4819,16,Leve,Mujer
4823,30,Leve,Mujer
4826,39,Leve,Hombre
4827,19,Leve,Hombre
4830,19,Leve,Mujer
4838,22,Leve,Hombre
4841,0,Leve,Hombre
4844,0,Leve,Mujer
4844,0,Leve,Mujer
4847,0,Leve,Hombre
4848,0,Leve,Hombre
4848,22,Leve,Hombre
4849,19,Leve,Mujer
4851,31,Leve,Hombre
4853,0,Leve,Hombre
4853,18,Leve,Hombre
4856,21,Leve,Hombre
4859,20,Leve,Hombre
4861,0,Leve,Mujer
4861,0,Leve,Hombre
4861,21,Leve,Mujer
4867,57,Leve,Hombre
4868,64,Leve,Hombre
4875,25,Leve,Mujer
4875,31,Leve,Mujer
4876,44,Leve,Mujer
4877,28,Leve,Hombre
4879,48,Leve,Hombre
4880,0,Leve,Hombre
4880,0,Leve,Hombre
4881,0,Leve,Hombre
4884,64,Grave,Mujer
4885,19,Leve,Hombre
4885,19,Leve,Hombre
4888,0,Leve,Hombre
4889,19,Leve,Hombre
4891,27,Leve,Mujer
4893,49,Leve,Mujer
4894,64,Leve,Hombre
4894,31,Leve,Hombre
4895,33,Leve,Hombre
4898,14,Leve,Hombre
4899,28,Leve,Mujer
4903,16,Leve,Hombre
4904,38,Leve,Hombre
4908,19,Leve,Hombre
4909,20,Leve,Hombre
4910,16,Leve,Hombre
4910,0,Leve,Hombre
4911,0,Leve,Hombre
4912,0,Leve,Hombre
4919,50,Menos Grave,Mujer
4919,21,Leve,Mujer
4920,0,Leve,Hombre
4928,54,Leve,Hombre
4929,36,Leve,Mujer
4939,21,Leve,Hombre
4939,19,Leve,Mujer
4941,24,Leve,Hombre
4944,54,Leve,Hombre
4950,31,Leve,Hombre
4951,11,Leve,Hombre
4952,57,Leve,Hombre
4954,19,Leve,Hombre
4955,19,Leve,Hombre
4957,0,Leve,Hombre
4957,24,Leve,Mujer
4959,51,Menos Grave,Hombre
4961,23,Leve,Hombre
4961,17,Leve,Mujer
4961,19,Leve,Hombre
4963,37,Leve,Mujer
4964,17,Leve,Hombre
4965,38,Leve,Hombre
4965,20,Leve,Hombre
4966,20,Leve,Hombre
4968,2,Leve,Hombre
4968,32,Leve,Mujer
4968,40,Leve,Mujer
4970,26,Leve,Hombre
4971,15,Leve,Hombre
4982,49,Leve,Hombre
4987,26,Leve,Hombre
4987,26,Leve,Hombre
4993,32,Leve,Hombre
4996,40,Leve,Hombre
4999,17,Leve,Hombre
5004,0,Leve,Hombre
5004,0,Leve,Mujer
5007,16,Leve,Hombre
5007,49,Leve,Hombre
5008,25,Leve,Hombre
5011,69,Leve,Hombre
5012,35,Leve,Hombre
5012,22,Leve,Hombre
5012,41,Leve,Hombre
5015,19,Leve,Hombre
5016,22,Leve,Mujer
5018,30,Grave,Hombre
5022,0,Leve,Hombre
5023,0,Leve,Hombre
5024,18,Leve,Mujer
5025,19,Leve,Mujer
5026,32,Leve,Hombre
5046,0,Leve,Hombre
5077,46,Leve,Hombre
5077,0,Leve,Mujer
5079,24,Leve,Mujer
5079,0,Menos Grave,Mujer
5085,28,Leve,Hombre
5091,36,Leve,Hombre
5093,6,Leve,Mujer
5095,30,Leve,Hombre
5105,0,Leve,Hombre
5107,0,Leve,Hombre
5107,0,Leve,Hombre
5107,0,Leve,Hombre
5109,19,Leve,Hombre
5111,16,Leve,Hombre
5111,24,Leve,Mujer
5114,0,Leve,Hombre
5115,0,Leve,Mujer
5115,0,Leve,Hombre
5124,30,Leve,Hombre
5124,23,Leve,Mujer
5126,19,Leve,Hombre
5126,21,Leve,Hombre
5127,0,Leve,Hombre
5127,51,Leve,Mujer
5128,20,Leve,Hombre
5129,22,Leve,Hombre
5132,27,Leve,Hombre
5135,81,Leve,Mujer
5135,55,Leve,Mujer
5144,41,Leve,Mujer
5147,20,Leve,Hombre
5148,37,Leve,Hombre
5152,0,Leve,Hombre
5152,0,Leve,Hombre
5157,36,Leve,Hombre
5158,35,Leve,Hombre
5160,40,Leve,Mujer
5163,22,Leve,Mujer
5168,54,Leve,Hombre
5169,36,Leve,Hombre
5183,26,Leve,Hombre
5186,31,Leve,Hombre
5186,22,Leve,Hombre
5198,18,Leve,Hombre
5199,40,Leve,Hombre
5203,20,Leve,Hombre
5208,0,Leve,Hombre
5208,29,Leve,Hombre
5209,19,Leve,Hombre
5211,17,Leve,Mujer
5211,38,Leve,Hombre
5215,21,Leve,Hombre
5224,0,Leve,Hombre
5227,29,Leve,Hombre
5233,33,Leve,Hombre
5234,0,Leve,Hombre
5237,16,Leve,Hombre
5239,21,Leve,Hombre
5244,21,Leve,Mujer
5244,30,Leve,Mujer
5245,34,Leve,Mujer
5245,26,Leve,Hombre
5245,0,Leve,Mujer
5250,28,Leve,Hombre
5254,53,Leve,Hombre
5265,28,Leve,Hombre
5268,0,Leve,Hombre
5270,14,Leve,Hombre
5270,16,Muerto,Hombre
5270,26,Leve,Hombre
5273,26,Leve,Mujer
5274,24,Leve,Hombre
5275,29,Leve,Hombre
5296,18,Leve,Hombre
5297,34,Grave,Hombre
5298,7,Leve,Mujer
5299,37,Leve,Hombre
5305,20,Leve,Hombre
5305,0,Leve,Hombre
5307,0,Leve,Mujer
5308,20,Leve,Hombre
5308,27,Leve,Hombre
5309,17,Leve,Hombre
5309,15,Leve,Hombre
5312,13,Leve,Mujer
5313,21,Leve,Hombre
5314,19,Leve,Hombre
5316,19,Leve,Hombre
5320,16,Leve,Hombre
5323,35,Leve,Hombre
5324,18,Leve,Hombre
5324,25,Leve,Hombre
5327,29,Leve,Hombre
5337,0,Leve,Hombre
5337,18,Leve,Hombre
5338,18,Leve,Hombre
5339,51,Leve,Hombre
5339,42,Leve,Hombre
5361,0,Leve,Hombre
5362,19,Leve,Hombre
5367,58,Leve,Hombre
5378,0,Leve,Hombre
5381,24,Leve,Hombre
5382,21,Leve,Hombre
5387,0,Leve,Hombre
5388,29,Leve,Hombre
5389,24,Leve,Hombre
5399,18,Leve,Hombre
5400,0,Leve,Hombre
5401,18,Leve,Hombre
5402,23,Leve,Hombre
5405,20,Leve,Hombre
5406,8,Leve,Hombre
5413,0,Grave,Hombre
5415,26,Leve,Mujer
5415,7,Leve,Mujer
5416,0,Leve,Hombre
5417,30,Leve,Mujer
5419,42,Leve,Mujer
5420,27,Leve,Mujer
5425,35,Grave,Hombre
5425,0,Menos Grave,Mujer
5426,0,Leve,Hombre
5429,43,Leve,Hombre
5430,27,Leve,Hombre
5430,23,Leve,Mujer
5435,82,Leve,Mujer
5435,0,Leve,Mujer
5435,34,Leve,Mujer
5435,38,Leve,Hombre
5435,0,Leve,Mujer
5436,37,Leve,Mujer
5436,0,Leve,Mujer
5437,62,Leve,Mujer
5437,71,Leve,Hombre
5440,0,Leve,Hombre
5440,0,Leve,Hombre
5440,22,Leve,Hombre
5444,72,Menos Grave,Hombre
5448,0,Leve,Hombre
5451,0,Leve,Hombre
5452,17,Leve,Hombre
5452,17,Leve,Hombre
5464,45,Leve,Hombre
5474,19,Leve,Mujer
5477,0,Leve,Mujer
5479,25,Leve,Mujer
5479,23,Leve,Mujer
5479,39,Leve,Mujer
5481,72,Muy Grave,Hombre
5483,34,Leve,Hombre
5496,0,Grave,Mujer
5504,0,Leve,Hombre
5505,0,Leve,Hombre
5506,23,Leve,Hombre
5527,30,Leve,Hombre
5528,21,Leve,Hombre
5529,17,Leve,Hombre
5529,17,Leve,Hombre
5531,20,Leve,Hombre
5532,0,Leve,Hombre
5533,20,Leve,Hombre
5534,20,Leve,Mujer
5534,20,Leve,Hombre
5537,26,Leve,Hombre
5537,28,Leve,Hombre
5538,15,Leve,Hombre
5543,30,Leve,Hombre
5543,32,Grave,Hombre
5548,27,Leve,Hombre
5548,35,Leve,Hombre
5550,24,Leve,Hombre
5553,18,Leve,Hombre
5554,18,Leve,Hombre
5554,26,Leve,Hombre
5554,18,Leve,Hombre
5557,0,Leve,Hombre
5559,73,Leve,Hombre
5559,15,Leve,Hombre
5561,0,Leve,Hombre
5563,19,Leve,Mujer
5564,0,Leve,Hombre
5565,24,Menos Grave,Hombre
5571,24,Leve,Hombre
5573,24,Leve,Hombre
5573,0,Leve,Hombre
5573,0,Leve,Hombre
5573,0,Leve,Hombre
5575,27,Leve,Hombre
5583,0,Leve,Hombre
5587,48,Leve,Hombre
5590,22,Muerto,Hombre
5590,3,Leve,Hombre
5592,23,Grave,Hombre
5594,33,Leve,Mujer
5600,66,Leve,Hombre
5603,37,Leve,Hombre
5603,60,Leve,Mujer
5604,19,Leve,Hombre
5604,57,Leve,Hombre
5615,11,Leve,Hombre
5619,12,Leve,Hombre
5623,22,Leve,Mujer
5624,27,Leve,Hombre
5624,20,Leve,Hombre
5625,22,Leve,Hombre
5625,20,Leve,Hombre
5626,0,Leve,Mujer
5626,0,Leve,Mujer
5626,21,Leve,Mujer
5626,21,Leve,Mujer
5626,21,Leve,Mujer
5640,68,Leve,Mujer
5641,20,Leve,Hombre
5642,52,Leve,Hombre
5656,0,Leve,Hombre
5657,0,Leve,Mujer
5665,0,Leve,Hombre
5667,65,Leve,Mujer
5667,0,Leve,Mujer
5671,33,Leve,Hombre
5678,42,Leve,Hombre
5678,20,Leve,Mujer
5678,27,Leve,Hombre
5678,24,Leve,Hombre
5686,17,Leve,Hombre
5689,20,Leve,Mujer
5691,61,Leve,Mujer
5694,0,Leve,Hombre
5695,21,Leve,Mujer
5698,22,Leve,Hombre
5698,0,Leve,Hombre
5700,16,Grave,Mujer
5700,0,Menos Grave,Hombre
5701,21,Leve,Hombre
5711,25,Leve,Hombre
5716,5,Leve,Mujer
5721,31,Leve,Hombre
5721,30,Leve,Hombre
5721,28,Leve,Hombre
5731,18,Leve,Hombre
5732,38,Leve,Mujer
5733,56,Menos Grave,Hombre
5734,52,Leve,Hombre
5737,34,Leve,Hombre
5748,15,Leve,Hombre
5748,17,Leve,Hombre
5751,0,Leve,Hombre
5751,33,Leve,Mujer
5754,14,Leve,Mujer
5754,19,Leve,Hombre
5757,32,Leve,Hombre
5757,32,Leve,Hombre
5758,32,Leve,Hombre
5759,0,Leve,Hombre
5761,23,Leve,Hombre
5766,20,Leve,Hombre
5770,27,Leve,Hombre
5772,59,Leve,Hombre
5774,17,Leve,Hombre
5774,19,Leve,Hombre
5775,66,Menos Grave,Hombre
5775,0,Leve,Mujer
5775,0,Leve,Hombre
5775,0,Leve,Mujer
5775,0,Leve,Mujer
5775,0,Leve,Hombre
5775,0,Leve,Hombre
5781,0,Leve,Hombre
5783,0,Leve,Hombre
5791,0,Leve,Hombre
5796,25,Leve,Hombre
5800,28,Leve,Mujer
5800,40,Leve,Mujer
5801,21,Leve,Hombre
5814,24,Leve,Hombre
5815,10,Leve,Hombre
5825,18,Leve,Hombre
5825,20,Leve,Hombre
5827,29,Leve,Hombre
5827,0,Leve,Hombre
5829,41,Leve,Mujer
5830,0,Leve,Hombre
5833,14,Menos Grave,Hombre
5836,6,Grave,Hombre
5838,74,Leve,Hombre
5844,0,Leve,Mujer
5844,0,Leve,Hombre
5844,28,Leve,Hombre
5845,63,Leve,Hombre
5850,24,Leve,Hombre
5850,21,Leve,Mujer
5858,63,Leve,Hombre
5859,0,Leve,Hombre
5859,67,Leve,Hombre
5864,22,Leve,Hombre
5869,25,Leve,Hombre
5874,0,Leve,Hombre
5875,17,Leve,Mujer
5877,0,Leve,Hombre
5879,32,Leve,Hombre
5880,33,Leve,Mujer
5880,27,Leve,Mujer
5883,57,Leve,Hombre
5884,18,Leve,Hombre
5885,0,Leve,Hombre
5887,73,Leve,Mujer
5887,23,Leve,Mujer
5891,0,Leve,Hombre
5903,53,Leve,Mujer
5904,21,Leve,Hombre
5906,32,Leve,Mujer
5907,34,Leve,Hombre
5907,24,Leve,Hombre
5907,43,Leve,Mujer
5908,0,Leve,Mujer
5909,26,Leve,Hombre
5918,21,Leve,Mujer
5922,43,Leve,Mujer
5923,20,Leve,Hombre
5924,21,Grave,Hombre
5938,0,Leve,Hombre
5941,0,Leve,Hombre
5943,36,Leve,Hombre
5943,0,Leve,Mujer
5953,76,Leve,Mujer
5954,10,Leve,Hombre
5958,0,Leve,Hombre
5960,0,Leve,Mujer
5962,15,Leve,Mujer
5965,53,Leve,Hombre
5966,18,Leve,Hombre
5969,66,Leve,Hombre
5969,63,Leve,Hombre
5969,62,Muerto,Hombre
5969,56,Leve,Mujer
5969,23,Leve,Mujer
5970,24,Leve,Hombre
5972,0,Leve,Hombre
5972,24,Leve,Hombre
5974,0,Leve,Hombre
5974,0,Leve,Mujer
5977,15,Leve,Mujer
5978,51,Leve,Mujer
5978,21,Leve,Hombre
